2460180.4526749770, -17.1597
2460180.4529887266, -17.2057
2460180.4533030326, -17.2894
2460180.4536168752, -17.2447
2460180.4539305321, -17.0967
2460180.4542450695, -17.0589
2460180.4545590044, -17.0168
2460180.4548728471, -17.1399
2460180.4551867824, -17.0677
2460180.4555006246, -17.1013
2460180.4558153935, -17.2009
2460180.4561292822, -17.2039
2460180.4564430784, -17.1354
2460180.4567570137, -17.0419
2460180.4570719209, -17.0389
2460180.4573859023, -16.9121
2460180.4576997915, -17.0253
2460180.4580136803, -17.1034
2460180.4583276156, -17.1762
2460180.4586424772, -17.0893
2460180.4589573382, -17.0603
2460180.4592713313, -17.1473
2460180.4595849998, -17.1748
2460180.4598988197, -17.2423
2460180.4602125697, -17.278
2460180.4605264696, -17.2398
2460180.4608403244, -17.1561
2460180.4611551273, -17.1979
2460180.4614687846, -17.1962
2460180.4617834608, -17.1986
2460180.4620971642, -17.1831
2460180.4624109492, -17.2372
2460180.4627255443, -17.1148
2460180.4633529056, -17.1667
